State_Name,District_Name,year,Season,Crop,Area,Production,rainfall_total,rainfall_days,avg_temp,max_temp,min_temp,soil_ph,soil_organic_carbon,soil_nitrogen,soil_phosphorus,soil_potassium,Yield_qha
telangana ,Karimnagar,2005,Kharif     ,rice,146979.0,501639.0,1087.2,155.0,26.10174863387978,37.68,17.69,6.8,4.5,280,12,150,3.4129977751923746
telangana ,Karimnagar,2005,Rabi       ,rice,119417.0,410675.0,1087.2,155.0,26.10174863387978,37.68,17.69,6.8,4.5,280,12,150,3.438999472436923
telangana ,Karimnagar,2006,Kharif     ,rice,166750.0,521094.0,986.5,149.0,26.5868306010929,33.81,21.34,6.8,4.5,280,12,150,3.125001499250375
telangana ,Karimnagar,2006,Rabi       ,rice,166759.0,548470.0,986.5,149.0,26.5868306010929,33.81,21.34,6.8,4.5,280,12,150,3.288997895166078
telangana ,Karimnagar,2007,Kharif     ,rice,130000.0,441000.0,749.68,144.0,26.09409836065574,35.18,18.81,6.8,4.5,280,12,150,3.3923076923076922
telangana ,Karimnagar,2007,Rabi       ,rice,152000.0,545000.0,749.68,144.0,26.09409836065574,35.18,18.81,6.8,4.5,280,12,150,3.585526315789474
telangana ,Karimnagar,2008,Kharif     ,rice,160406.0,543135.0,892.36,143.0,26.31551912568306,35.37,20.3,6.8,4.5,280,12,150,3.3860017705073377
telangana ,Karimnagar,2008,Rabi       ,rice,175551.0,632861.0,892.36,143.0,26.31551912568306,35.37,20.3,6.8,4.5,280,12,150,3.6049979777956263
telangana ,Karimnagar,2009,Kharif     ,rice,84886.0,274182.0,739.69,137.0,27.23879781420765,36.01,18.97,6.8,4.5,280,12,150,3.2300025917112363
telangana ,Karimnagar,2009,Rabi       ,rice,77439.0,239209.0,739.69,137.0,27.23879781420765,36.01,18.97,6.8,4.5,280,12,150,3.0889990831493175
telangana ,Karimnagar,2010,Kharif     ,rice,159548.0,523465.0,1240.03,166.0,26.846284153005463,38.38,21.46,6.8,4.5,280,12,150,3.2809248627372325
telangana ,Karimnagar,2010,Rabi       ,rice,221971.0,828396.0,1240.03,166.0,26.846284153005463,38.38,21.46,6.8,4.5,280,12,150,3.7320010271612056
telangana ,Karimnagar,2011,Kharif     ,rice,185727.0,601858.0,581.22,139.0,27.17377049180328,35.02,23.12,6.8,4.5,280,12,150,3.240551992978942
telangana ,Karimnagar,2011,Rabi       ,rice,157649.0,518192.0,581.22,139.0,27.17377049180328,35.02,23.12,6.8,4.5,280,12,150,3.2869983317369598
telangana ,Karimnagar,2013,Kharif     ,rice,209454.0,732042.0,1139.52,154.0,25.58098360655737,31.66,18.52,6.8,4.5,280,12,150,3.495001289065857
telangana ,Karimnagar,2013,Rabi       ,rice,208458.0,768793.0,1139.52,154.0,25.58098360655737,31.66,18.52,6.8,4.5,280,12,150,3.6879995010985427
telangana ,Karimnagar,2014,Kharif     ,rice,179282.0,632136.0,494.61,127.0,27.90879781420765,38.13,20.65,6.8,4.5,280,12,150,3.525931214511217
telangana ,Karimnagar,2014,Rabi       ,rice,99151.0,358827.0,494.61,127.0,27.90879781420765,38.13,20.65,6.8,4.5,280,12,150,3.6189952698409495
telangana ,Khammam,1997,Kharif     ,rice,121100.0,251900.0,813.74,167.0,27.85131147540984,37.64,24.55,7.5,3.2,210,10,120,2.0800990916597852
telangana ,Khammam,1997,Rabi       ,rice,8600.0,16900.0,813.74,167.0,27.85131147540984,37.64,24.55,7.5,3.2,210,10,120,1.9651162790697674
telangana ,Khammam,1998,Kharif     ,rice,160700.0,439400.0,936.56,165.0,27.55207650273224,39.17,18.51,7.5,3.2,210,10,120,2.734287492221531
telangana ,Khammam,1998,Rabi       ,rice,24900.0,68900.0,936.56,165.0,27.55207650273224,39.17,18.51,7.5,3.2,210,10,120,2.7670682730923697
telangana ,Khammam,1999,Kharif     ,rice,166514.0,373491.0,500.88,159.0,27.61174863387978,33.74,21.88,7.5,3.2,210,10,120,2.243000588539102
telangana ,Khammam,1999,Rabi       ,rice,11001.0,26523.0,500.88,159.0,27.61174863387978,33.74,21.88,7.5,3.2,210,10,120,2.410962639760022
telangana ,Khammam,2000,Kharif     ,rice,172538.0,470856.0,830.11,147.0,26.70153005464481,30.78,22.64,7.5,3.2,210,10,120,2.728998829243413
telangana ,Khammam,2000,Rabi       ,rice,10773.0,33439.0,830.11,147.0,26.70153005464481,30.78,22.64,7.5,3.2,210,10,120,3.1039636127355426
telangana ,Khammam,2001,Kharif     ,rice,98756.0,254988.0,670.45,163.0,27.41103825136612,35.58,22.26,7.5,3.2,210,10,120,2.5820000810077364
telangana ,Khammam,2001,Rabi       ,rice,39506.0,137639.0,670.45,163.0,27.41103825136612,35.58,22.26,7.5,3.2,210,10,120,3.4840024300106314
telangana ,Khammam,2002,Kharif     ,rice,98920.0,169054.0,623.5,145.0,27.90065573770492,34.37,22.52,7.5,3.2,210,10,120,1.7089971694298423
telangana ,Khammam,2002,Rabi       ,rice,4974.0,12037.0,623.5,145.0,27.90065573770492,34.37,22.52,7.5,3.2,210,10,120,2.4199839163650987
telangana ,Khammam,2003,Kharif     ,rice,130159.0,377591.0,712.52,154.0,27.4324043715847,39.3,21.51,7.5,3.2,210,10,120,2.9009980101260764
telangana ,Khammam,2003,Rabi       ,rice,11949.0,34891.0,712.52,154.0,27.4324043715847,39.3,21.51,7.5,3.2,210,10,120,2.9199933048790694
telangana ,Khammam,2004,Kharif     ,rice,136374.0,387848.0,581.75,153.0,27.41289617486339,34.05,21.53,7.5,3.2,210,10,120,2.8440025224749585
telangana ,Khammam,2004,Rabi       ,rice,26222.0,86244.0,581.75,153.0,27.41289617486339,34.05,21.53,7.5,3.2,210,10,120,3.2889939745252077
telangana ,Khammam,2005,Kharif     ,rice,159480.0,410342.0,1036.47,164.0,26.76071038251366,35.9,19.73,7.5,3.2,210,10,120,2.572999749184851
telangana ,Khammam,2005,Rabi       ,rice,40611.0,120615.0,1036.47,164.0,26.76071038251366,35.9,19.73,7.5,3.2,210,10,120,2.9700081258772255
telangana ,Khammam,2006,Kharif     ,rice,155691.0,383000.0,982.42,159.0,27.210437158469947,33.82,21.73,7.5,3.2,210,10,120,2.460000899217039
telangana ,Khammam,2006,Rabi       ,rice,22510.0,65121.0,982.42,159.0,27.210437158469947,33.82,21.73,7.5,3.2,210,10,120,2.892980897378943
telangana ,Khammam,2007,Kharif     ,rice,146000.0,450000.0,893.2,147.0,26.407431693989075,35.59,18.8,7.5,3.2,210,10,120,3.0821917808219177
telangana ,Khammam,2007,Rabi       ,rice,30000.0,98000.0,893.2,147.0,26.407431693989075,35.59,18.8,7.5,3.2,210,10,120,3.2666666666666666
telangana ,Khammam,2008,Kharif     ,rice,158279.0,477686.0,878.33,143.0,27.02224043715847,34.07,19.78,7.5,3.2,210,10,120,3.017999861004934
telangana ,Khammam,2008,Rabi       ,rice,36520.0,117923.0,878.33,143.0,27.02224043715847,34.07,19.78,7.5,3.2,210,10,120,3.228997809419496
telangana ,Khammam,2009,Kharif     ,rice,48475.0,109408.0,668.67,146.0,27.90224043715847,35.93,21.29,7.5,3.2,210,10,120,2.256998452810727
telangana ,Khammam,2009,Rabi       ,rice,54625.0,197087.0,668.67,146.0,27.90224043715847,35.93,21.29,7.5,3.2,210,10,120,3.608
telangana ,Khammam,2010,Kharif     ,rice,167037.0,522924.0,948.62,166.0,27.26502732240437,35.39,22.16,7.5,3.2,210,10,120,3.1305878338332227
telangana ,Khammam,2010,Rabi       ,rice,51215.0,181147.0,948.62,166.0,27.26502732240437,35.39,22.16,7.5,3.2,210,10,120,3.5369911158840184
telangana ,Khammam,2011,Kharif     ,rice,150051.0,366113.0,494.57,145.0,28.26054644808743,33.43,23.88,7.5,3.2,210,10,120,2.4399237592551866
telangana ,Khammam,2011,Rabi       ,rice,15263.0,45575.0,494.57,145.0,28.26054644808743,33.43,23.88,7.5,3.2,210,10,120,2.98597916530171
telangana ,Khammam,2013,Kharif     ,rice,148142.0,432575.0,1077.83,161.0,26.673333333333336,32.03,19.84,7.5,3.2,210,10,120,2.9200024301008494
telangana ,Khammam,2013,Rabi       ,rice,43642.0,142709.0,1077.83,161.0,26.673333333333336,32.03,19.84,7.5,3.2,210,10,120,3.2699922093396268
telangana ,Khammam,2014,Kharif     ,rice,110439.0,328435.0,542.71,136.0,28.50606557377049,36.99,21.75,7.5,3.2,210,10,120,2.9739041461802445
telangana ,Khammam,2014,Rabi       ,rice,35269.0,127744.0,542.71,136.0,28.50606557377049,36.99,21.75,7.5,3.2,210,10,120,3.621990983583317
telangana ,Mahbubnagar,1997,Kharif     ,rice,53200.0,100700.0,577.5,167.0,26.262240437158468,33.78,23.65,7.5,3.2,210,10,120,1.8928571428571428
telangana ,Mahbubnagar,1997,Rabi       ,rice,39800.0,78200.0,577.5,167.0,26.262240437158468,33.78,23.65,7.5,3.2,210,10,120,1.964824120603015
telangana ,Mahbubnagar,1998,Kharif     ,rice,72100.0,141200.0,873.67,154.0,25.652786885245902,37.5,17.44,7.5,3.2,210,10,120,1.9583911234396671
telangana ,Mahbubnagar,1998,Rabi       ,rice,74700.0,150500.0,873.67,154.0,25.652786885245902,37.5,17.44,7.5,3.2,210,10,120,2.0147255689424366
telangana ,Mahbubnagar,1999,Kharif     ,rice,92732.0,154677.0,404.26,148.0,25.992841530054644,32.19,22.13,7.5,3.2,210,10,120,1.668000258810335
telangana ,Mahbubnagar,1999,Rabi       ,rice,40342.0,71083.0,404.26,148.0,25.992841530054644,32.19,22.13,7.5,3.2,210,10,120,1.7620098160725794
telangana ,Mahbubnagar,2000,Kharif     ,rice,116763.0,290973.0,776.87,149.0,24.96972677595629,27.88,21.35,7.5,3.2,210,10,120,2.4919966085146834
telangana ,Mahbubnagar,2000,Rabi       ,rice,49701.0,140455.0,776.87,149.0,24.96972677595629,27.88,21.35,7.5,3.2,210,10,120,2.8259994768716927
telangana ,Mahbubnagar,2001,Kharif     ,rice,76057.0,184210.0,648.89,155.0,25.6451912568306,33.2,21.15,7.5,3.2,210,10,120,2.4219992900061795
telangana ,Mahbubnagar,2001,Rabi       ,rice,61122.0,143576.0,648.89,155.0,25.6451912568306,33.2,21.15,7.5,3.2,210,10,120,2.349006904224338
telangana ,Mahbubnagar,2002,Kharif     ,rice,76711.0,155340.0,557.4,144.0,26.131092896174863,29.96,21.85,7.5,3.2,210,10,120,2.0250029330865194
telangana ,Mahbubnagar,2002,Rabi       ,rice,33636.0,67339.0,557.4,144.0,26.131092896174863,29.96,21.85,7.5,3.2,210,10,120,2.001991913426091
telangana ,Mahbubnagar,2003,Kharif     ,rice,66350.0,161231.0,612.59,148.0,25.926065573770494,36.29,21.16,7.5,3.2,210,10,120,2.4300075357950264
telangana ,Mahbubnagar,2003,Rabi       ,rice,33146.0,69375.0,612.59,148.0,25.926065573770494,36.29,21.16,7.5,3.2,210,10,120,2.0930127315513185
telangana ,Mahbubnagar,2004,Kharif     ,rice,58491.0,132716.0,446.64,147.0,25.81737704918033,30.11,21.15,7.5,3.2,210,10,120,2.2689986493648595
telangana ,Mahbubnagar,2004,Rabi       ,rice,25314.0,57083.0,446.64,147.0,25.81737704918033,30.11,21.15,7.5,3.2,210,10,120,2.254997234731769
telangana ,Mahbubnagar,2005,Kharif     ,rice,73651.0,181402.0,943.08,166.0,24.72617486338798,32.3,18.27,7.5,3.2,210,10,120,2.4629943924726074
telangana ,Mahbubnagar,2005,Rabi       ,rice,54500.0,139139.0,943.08,166.0,24.72617486338798,32.3,18.27,7.5,3.2,210,10,120,2.5530091743119265
telangana ,Mahbubnagar,2006,Kharif     ,rice,74466.0,181697.0,673.16,161.0,25.351092896174865,29.19,21.37,7.5,3.2,210,10,120,2.4399994628421022
telangana ,Mahbubnagar,2006,Rabi       ,rice,35176.0,86287.0,673.16,161.0,25.351092896174865,29.19,21.37,7.5,3.2,210,10,120,2.453007732544917
telangana ,Mahbubnagar,2007,Kharif     ,rice,102000.0,297000.0,973.59,146.0,24.53644808743169,31.48,17.82,7.5,3.2,210,10,120,2.911764705882353
telangana ,Mahbubnagar,2007,Rabi       ,rice,46000.0,128000.0,973.59,146.0,24.53644808743169,31.48,17.82,7.5,3.2,210,10,120,2.782608695652174
telangana ,Mahbubnagar,2008,Kharif     ,rice,96411.0,285569.0,664.82,145.0,25.49191256830601,31.06,19.8,7.5,3.2,210,10,120,2.961996037796517
telangana ,Mahbubnagar,2008,Rabi       ,rice,48322.0,135640.0,664.82,145.0,25.49191256830601,31.06,19.8,7.5,3.2,210,10,120,2.807003021398121
telangana ,Mahbubnagar,2009,Kharif     ,rice,95390.0,216726.0,630.17,139.0,25.798524590163936,30.57,20.04,7.5,3.2,210,10,120,2.2719991613376664
telangana ,Mahbubnagar,2009,Rabi       ,rice,68468.0,184384.0,630.17,139.0,25.798524590163936,30.57,20.04,7.5,3.2,210,10,120,2.692995267862359
telangana ,Mahbubnagar,2010,Kharif     ,rice,130411.0,360230.0,829.59,165.0,25.593825136612026,33.68,20.79,7.5,3.2,210,10,120,2.7622669866805714
telangana ,Mahbubnagar,2010,Rabi       ,rice,66287.0,185537.0,829.59,165.0,25.593825136612026,33.68,20.79,7.5,3.2,210,10,120,2.79899527810883
telangana ,Mahbubnagar,2011,Kharif     ,rice,120826.0,266609.0,410.52,141.0,26.3927868852459,31.26,23.08,7.5,3.2,210,10,120,2.2065532252991904
telangana ,Mahbubnagar,2011,Rabi       ,rice,51242.0,129950.0,410.52,141.0,26.3927868852459,31.26,23.08,7.5,3.2,210,10,120,2.536005620389524
telangana ,Mahbubnagar,2013,Kharif     ,rice,103744.0,301561.0,740.58,154.0,24.97989071038252,28.77,18.93,7.5,3.2,210,10,120,2.906780151141271
telangana ,Mahbubnagar,2013,Rabi       ,rice,64886.0,177139.0,740.58,154.0,24.97989071038252,28.77,18.93,7.5,3.2,210,10,120,2.7300033905619085
telangana ,Mahbubnagar,2014,Kharif     ,rice,111302.0,282357.0,614.05,128.0,26.10415300546448,33.91,20.69,7.5,3.2,210,10,120,2.536854683653483
telangana ,Mahbubnagar,2014,Rabi       ,rice,49468.0,135740.0,614.05,128.0,26.10415300546448,33.91,20.69,7.5,3.2,210,10,120,2.743996118703
telangana ,Medak,1997,Kharif     ,rice,47700.0,83500.0,631.69,161.0,25.91896174863388,34.01,22.45,7.2,3.8,245,15,180,1.750524109014675
telangana ,Medak,1997,Rabi       ,rice,25700.0,51600.0,631.69,161.0,25.91896174863388,34.01,22.45,7.2,3.8,245,15,180,2.007782101167315
telangana ,Medak,1998,Kharif     ,rice,70700.0,172100.0,973.42,156.0,25.49311475409836,37.28,16.82,7.2,3.8,245,15,180,2.4342291371994342
telangana ,Medak,1998,Rabi       ,rice,52100.0,131400.0,973.42,156.0,25.49311475409836,37.28,16.82,7.2,3.8,245,15,180,2.5220729366602685
telangana ,Medak,1999,Kharif     ,rice,78489.0,159097.0,489.21,143.0,25.18262295081968,32.05,18.96,7.2,3.8,245,15,180,2.0269974136503204
telangana ,Medak,1999,Rabi       ,rice,34338.0,63285.0,489.21,143.0,25.18262295081968,32.05,18.96,7.2,3.8,245,15,180,1.843001922068845
telangana ,Medak,2000,Kharif     ,rice,85328.0,214003.0,825.08,133.0,25.03562841530055,28.97,21.48,7.2,3.8,245,15,180,2.5080044065254077
telangana ,Medak,2000,Rabi       ,rice,37841.0,122226.0,825.08,133.0,25.03562841530055,28.97,21.48,7.2,3.8,245,15,180,3.229988636663936
telangana ,Medak,2001,Kharif     ,rice,76008.0,190704.0,729.08,146.0,24.94918032786885,33.76,20.05,7.2,3.8,245,15,180,2.5089990527312915
telangana ,Medak,2001,Rabi       ,rice,32440.0,85642.0,729.08,146.0,24.94918032786885,33.76,20.05,7.2,3.8,245,15,180,2.640012330456227
telangana ,Medak,2002,Kharif     ,rice,59589.0,125852.0,650.21,133.0,25.70131147540984,31.53,20.83,7.2,3.8,245,15,180,2.1120005370118644
telangana ,Medak,2002,Rabi       ,rice,17738.0,31183.0,650.21,133.0,25.70131147540984,31.53,20.83,7.2,3.8,245,15,180,1.7579772240387868
telangana ,Medak,2003,Kharif     ,rice,63923.0,164218.0,774.6,134.0,25.23967213114754,36.7,19.65,7.2,3.8,245,15,180,2.5689970746053845
telangana ,Medak,2003,Rabi       ,rice,22380.0,51787.0,774.6,134.0,25.23967213114754,36.7,19.65,7.2,3.8,245,15,180,2.3139857015192136
telangana ,Medak,2004,Kharif     ,rice,49327.0,95546.0,559.03,140.0,25.3924043715847,32.31,20.44,7.2,3.8,245,15,180,1.9369919111237253
telangana ,Medak,2004,Rabi       ,rice,13134.0,28934.0,559.03,140.0,25.3924043715847,32.31,20.44,7.2,3.8,245,15,180,2.202984620070047
telangana ,Medak,2005,Kharif     ,rice,59452.0,171519.0,1100.09,151.0,24.558688524590163,35.28,16.44,7.2,3.8,245,15,180,2.88499966359416
telangana ,Medak,2005,Rabi       ,rice,25821.0,75810.0,1100.09,151.0,24.558688524590163,35.28,16.44,7.2,3.8,245,15,180,2.93598233995585
telangana ,Medak,2006,Kharif     ,rice,63532.0,166136.0,873.88,153.0,24.891202185792352,30.17,19.85,7.2,3.8,245,15,180,2.614997166782094
telangana ,Medak,2006,Rabi       ,rice,38446.0,109110.0,873.88,153.0,24.891202185792352,30.17,19.85,7.2,3.8,245,15,180,2.8380065546480777
telangana ,Medak,2007,Kharif     ,rice,58000.0,164000.0,790.91,139.0,24.577650273224044,34.26,17.2,7.2,3.8,245,15,180,2.8275862068965516
telangana ,Medak,2007,Rabi       ,rice,35000.0,118000.0,790.91,139.0,24.577650273224044,34.26,17.2,7.2,3.8,245,15,180,3.3714285714285714
telangana ,Medak,2008,Kharif     ,rice,78658.0,206477.0,935.05,134.0,24.95437158469945,33.46,18.19,7.2,3.8,245,15,180,2.624996821683745
telangana ,Medak,2008,Rabi       ,rice,45254.0,150967.0,935.05,134.0,24.95437158469945,33.46,18.19,7.2,3.8,245,15,180,3.3359923984620146
telangana ,Medak,2009,Kharif     ,rice,49470.0,133272.0,742.53,128.0,25.72049180327869,34.34,18.42,7.2,3.8,245,15,180,2.6939963614311706
telangana ,Medak,2009,Rabi       ,rice,33645.0,99421.0,742.53,128.0,25.72049180327869,34.34,18.42,7.2,3.8,245,15,180,2.9550007430524596
telangana ,Medak,2010,Kharif     ,rice,81914.0,285893.0,1067.55,161.0,25.177704918032788,35.68,20.23,7.2,3.8,245,15,180,3.490160412139561
